big_kind,kind,title,body,,,,,,,
0,0,[업데이트] 저스트 스캔하면 호텔 숙박권 쏜다! (위생사 스캔 참여 이벤트),"<h3>저스트스캔 서비스를 이용해 스캔을 보내주세요.</h3><h3>수집된 스캔의 퀄리티가 우수한 스탭 선생님께</h3><h3><span data-raw-html=span"" style=""color: #ff00ac"">특별한 선물</span>을 드립니다 :)</h3><p><br></p><h3>* 이벤트 링크 : <a href=""https://gloudmall.cafe24.com/web/promotion.html"">https://gloudmall.cafe24.com/web/promotion.html</a></h3><h3>* 이벤트 기간 : 2023.03.01(수) - 2023.04.30(일)</h3><p><img src="""" alt=""image.png"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[안내] 배송일 관련 변경 사항 안내,"<p><img src="" alt=image.png"" contenteditable=""false""><br></p><p><br></p><h2>배송 일정은 영업일 기준(공유일을 제외한 평일)로 계산됩니다.</h2>""",,,,,,,
0,0,[업데이트] 청구서/ 거래명세서 저장 및 인쇄 기능 업데이트,"<h3>청구서나 거래명세서 조회시/ 우측 상단에 '저장' 탭을 클릭해서 PDF파일로 저장할 수 있습니다.</h3><p><br></p><p><img src="" alt=image.png"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[업데이트] 주문시 픽스쳐와 스캔바디 매칭 (mini 픽스쳐와 mini 스캔바디),"<h3>1) 스캔바디 : 위드-Mini </h3><h3>1) 픽스쳐 : 오스템-TS-M / 메가젠-ST-M / 덴티스-SQ-M</h3><p><br></p><h3>2) 스캔바디 : 네오-IS-OS-mini / 오스템-TS Oral SB mini / 오스템-TS Scan Healing 4.0 M</h3><h3>2) 픽스쳐 : 오스템-TS-M</h3><p><br></p><h3>위의 스캔바디와 픽스쳐는 서로 매칭되어야 주문이 가능합니다.</h3><h3><img src="" alt=image.png"" contenteditable=""false""><br></h3><p><br></p>""",,,,,,,
0,0,[업데이트] 임시치아 재주문 시 50% 가격 청구,"<h3>파절을 제외한 이유로 임시치아 재주문 시 기공료의 50%가 청구됩니다.</h3><p><br></p><h3>최초 주문에 아래 사진과 같은 체크 항목을 클릭해서 주문해주시면 동일 보철을 1개 더 보내드리고 있으니 참고 부탁드립니다.</h3><p><br></p><p><img src="" alt=image.png"" contenteditable=""false""><br></p><p><br></p><p><br></p><p><br></p><p><br></p>""",,,,,,,
0,0,[업데이트] 의사 계정 체크리스트 작성 (보철 디자인 선호도),"<h3>사이트 우측 상단 메뉴를 통해 의사 계정별로 체크리스트 작성이 가능해졌습니다.</h3><h4>- 모든 체크리스트 항목이 작성된 후 “저장” 버튼을 클릭하면 작성 완료로 인지됩니다.</h4><h4>- 작성이 완료되지 않더라도 임시 저장 기능이 자동 작동되어 작성 도중 그만 둔 상태에서도 작성한 내용은 보관되어 확인이 가능합니다.</h4><p><br></p><p><br></p><h2>저장한 체크리스트에 수정이 필요하시면 고객센터로 연락바랍니다.</h2><p><img src="" alt=image.png"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[안내] 저스트스캔 운영 시간 변경 안내,"<h2><strong><span data-raw-html=span"" style=""color: #f8f8f8"">기존 10:00~19:00 에서 09:30~18:30으로 변경되었습니다.</span></strong></h2><h5>""공지사항 &gt; 고객 지원 문의 방법 &amp; 운영 시간 안내""를 참고해주세요</h5>""",,,,,,,
0,0,[안내] 저스트 스캔 협력 기공소 재제작 케이스 가격&배송일 안내,"<h2>재제작 케이스의 가격 및 배송일 관련 안내 페이지가 생성되었습니다</h2><p><br></p><h3>고객지원 &gt; 이용안내 에서도 확인하실 수 있습니다</h3><p><br></p><p><img src="" alt=image_0.1329572244358146.png"" contenteditable=""false""><br></p><p><br></p><p><img src="""" alt=""3b504479-3500-4958-a963-bff9ab21f905_0.8429070701889696.png"" contenteditable=""false""><br></p><p><br></p>""",,,,,,,
0,0,[안내] 5월 휴무일 안내,<h3>5월 5일(어린이날)/ 5월 29일(석가탄신일 대체공휴일)은 휴무일입니다.</h3><p><br></p><h3>해당 일에 제작/배송/고객센터 등의 모든 업무가 휴무임을 알려드립니다.</h3><h3>배송일 설정 시 유의해서 주문서 작성 부탁드립니다.</h3>,,,,,,,
0,0,[이벤트] 5월 굿스캔 이벤트 당첨자 발표,"<p><img src="" alt=image (152)_0.9878273993539024.png"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[업데이트] 체험 요금제 및 플랜 별 요금제 안내,"<p><img src="" alt=image_0.7152811408805348.png"" contenteditable=""false""><br></p><p><br></p><h2>기존에 Premium/Standard/Essental plan을 사용 중이시던 고객님은 요금제 변경 없이 그대로 유지됩니다. </h2><h3>리뉴얼된 요금제로 변경을 원하시면 고객센터로 문의 부탁드립니다.</h3>""",,,,,,,
0,0,[업데이트] 주문 등록시 환자 내원일 알림 팝업,"<h1>주문서에 등록된 보철 정보와 환자 내원일 설정이 저스트 스캔 협력 기공소 보철 배송 정책 안내"" 에 부합되지 않는 경우 주문이 불가합니다.</h1><p><br></p><p><img src="""" alt=""image_0.7819519137121891.png"" contenteditable=""false""><br></p><p><br></p><h3>설정된 날짜보다 내원일을 빠르게 설정하시고 싶으시면 해당 주문서의 채팅창에서 가능여부를 문의해주세요.</h3><p><br></p><p><img src="""" alt=""image_0.8694494795985743.png"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[업데이트] 재주문 과정 리뉴얼 (2023.06.08),<h2>[재주문 작성 방법]이 변경되었습니다.</h2><p><br></p><ol><li><p>재주문할 시점의 주문을 선택한다 (2번 이상의 재주문 이력이 있을 경우 해당)</p></li><li><p>선택한 특정 시점의 주문에서 재주문할 차일드오더를 선택한다(복수 선택 가능)</p></li><li><p>한 개 이상의 차일드오더가 선택되면 우측 “재주문” 버튼 자동 활성화</p></li><li><p>“재주문” 버튼 클릭하여 재주문 화면으로 이동하여 주문서의 내용을 수정 (차일드 오더 추가/ 치식 변경/ 보철 변경이 가능. 단/ 변경이 허용되는 범위 내에서만 가능)</p></li><li><p>“주문 등록”을 눌러서 재주문 전송</p></li></ol>,,,,,,,
0,0,[업데이트] 청구서 항목 리뉴얼 (2023.06.08),"<p><img src="" alt=image_0.47643255082305136.png"" contenteditable=""false""><br></p><p><br></p><h3>청구서에 노출되는 항목이 수정 및 추가되었습니다.</h3><p><br></p><h3>포인트 사용액","적립액 등을 청구서에서 확인하실 수 있습니다.</h3>""",,,,,,
0,0,[안내] 8월 휴무일 안내,<h3>8월 15일(광복절)은 휴무일입니다.</h3><p><br></p><h3>해당 일에 제작/배송/고객센터 등의 모든 업무가 휴무임을 알려드립니다.</h3><h3>배송일 설정 시에도 영업일에서 제외하고 계산됩니다.</h3><h3>물량 증가에 따라 일부 지역에서 배송지연이 될 수도 있습니다. 양해부탁드립니다. </h3><h3>감사합니다</h3><p><br></p><p><br></p>,,,,,,,
0,0,[이벤트] 7월 굿스캔 이벤트 당첨자 발표,"<p><strong><img src="" alt=7월당첨_0.20757724894606322.png"" contenteditable=""false""></strong><br></p>""",,,,,,,
0,0,[이벤트] 저스트스캔 하면 호텔 식사권 쏜다!,"<h5><strong>저스트스캔 서비스를 이용해 스캔을 보내주세요.</strong></h5><h5><strong>수집된 스캔의 퀄리티가 굿스캔한 위생사 선생님께</strong></h5><h5><strong><span data-raw-html=span"" style=""color: #c448b5"">다양한 역대급 선물</span>을 드립니다!!</strong></h5><p><br></p><ul><li><p>이벤트 기간 : 2023년 매달 1일부터 말일까지 (한 달의 데이터를 토대로 익월중 발표 예정)</p></li><li><p>참여 방법 : 구강스캐너로 스캔한 환자 케이스를 저스트스캔으로 의뢰하시면 자동으로 이벤트에 참여됩니다.</p></li></ul><p>상세 내용은 첨부된 사진을 확인해 주세요.</p><p><img src="""" alt=""image_0.7226498165177551.png"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[이벤트] 8/ 9월 굿스캔 이벤트 당첨자 발표,"<p><br></p><h5><strong>저스트스캔 8/9월 굿스캔 이벤트 당첨자 안내드립니다.</strong></h5><h5><strong>당첨되신 모든 분들 축하드립니다! 🎉</strong></h5><p><br></p><p><br></p><p>경품 전달을 위한 당첨자 연락처 수집을 근무하시는 치과를 통해<span data-raw-html=span"" style=""color: #ab4642""> </span><span data-raw-html=""span"" style=""color: #d5a9f4"">총 3번 연락</span>드리며","</p><p>파악이 어려울 경우 이벤트 당첨이 자동 취소되는 점 참고 부탁드립니다.</p><p><br></p><p><br></p><p>매달 진행되는 BEST SCAN AWARD 많은 관심 부탁드립니다.</p><p>감사합니다.</p><p><img src="""" alt=""당첨자 팝업_9월_0.5322444555722539.png"" contenteditable=""false""><br></p><p><img src="""" alt=""당첨자 팝업_8월_0.29644575026632825.png"" contenteditable=""false""><br></p>""",,,,,,
0,0,[안내] 추석 연휴 휴무 안내,"<p><img src="" alt=1f0de3b9-c479-489d-8e2b-6ae22de54d8d_0.8532908232142267.png"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[안내] 한글날 휴무 안내,<h3>10월 9일은 한글날 휴무입니다.</h3><h3>따라서 보철 제작/ 배송/ 고객센터 등 저스트스캔의 모든 업무가 중지됩니다.</h3><h3>환자 내원일을 여유있게 설정 부탁드립니다.</h3><h3>감사합니다 :)</h3>,,,,,,,
0,0,[업데이트] 2023.03.17 이전 주문서 재주문 불가 件,"<h3>2023.03.17 이전에 작성한 주문서는 재주문 로직 변경으로 인해 재주문이 불가합니다.</h3><p><br></p><h3>신규로 주문서를 작성해주신 후 추가정보에 재주문 사유를 적어주시면 아래 재제작 비용 정책에 맞춰서 제작하겠습니다.</h3><h3><br></h3><h3>감사합니다.</h3><p><br></p><p><img src="" alt=image_0.6571004241147931.png"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[이벤트] 치과 위생사 서브 계정 등록하고 호텔 식사권 받자! ,"<h3><strong>안녕하세요! 저스트스캔입니다!</strong></h3><h3>🎁 스캔 실력이 우수한 치과 위생사 선생님이 매월 진행되는 베스트스캔 이벤트에 당첨이 될 수 있도록 <strong>[서브 계정 등록]을 </strong>해주세요!</h3><p><br></p><p>많은 치과에서 저스트스캔으로 주문서를 넣어주시지만</p><p>선생님들의 서브 계정이 등록되지 않아/ 경품 전달이 되지 않고 있습니다!</p><p><br></p><p><br></p><p>- 첨부된 사진을 참고하여 서브 계정을 생성해 주세요.</p><p>- 주문서 작성 시 스캔한 위생사 / 담당자를 선택해주시면 베스트스캔 이벤트에 자동 응모됩니다.</p><p><img src="" alt=베스트스캔 어워즈 위생사등록_0.9957465836952772.png"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[업데이트] 브라우저/ 카카오톡 알림 기능 업데이트,"<h1><strong>📲 주문에 대한 브라우저/ 카카오톡 알림 기능이 업데이트 되었습니다!</strong></h1><h5><span data-raw-html=span"" style=""color: #f8f8f8"">- 아이디",패스워드,휴대폰 번호 변경,"체크 박스 변경 등에서 수정이 있을 경우 [수정] 버튼을 클릭해야 수정 사항 저장 됩니다.</span></h5><h5>- 휴대폰 번호가 등록되어있어야 카카오톡 알림을 받을 수 있습니다.</h5><p><br></p><h3><strong>📲 알림 기능 업데이트 사항</strong></h3><p><br></p><p><img src="""" alt=""image_0.28262088234170846.png"" contenteditable=""false""><br></p><p><br></p><h3>☑️ 1. 모든 메세지 수신</h3><ul><li><p>주문서에 대한 [브라우저 알림] 기능입니다.</p></li><li><p>활성시 할 경우","브라우저에서 알림 서비스를 받을 수 있습니다.</p></li></ul><p><img src="""" alt=""image_0.48221980879302406.png"" contenteditable=""false""><br></p><p><br></p><p><br></p><p><br></p><p><br></p><div contenteditable=""false""><hr></div><h3>☑️ 2. <strong>담당자에 노출</strong></h3><ul><li><p>""설정 &gt; 계정 설정 &gt; 의사 계정""에서 담당자에 노출 체크 후 주문서 작성시","해당 의사 계정이 '위생사/담당자' 항목에서 노출됩니다.</p></li></ul><p><img src="""" alt=""image_0.7767638766536435.png"" contenteditable=""false""><br></p><p><img src="""" alt=""image_0.09258812110956227.png"" contenteditable=""false""><br></p><p><br></p><p><br></p><p><br></p><div contenteditable=""false""><hr></div><h3>☑️ 3. 카톡 수신</h3><ul><li><p>[담당자 수신] : 주문서 중 원장","위생사로 지정된 주문에 대해서만 카카오톡 알림을 수신합니다.</p></li></ul><ul><li><p>[전체 수신] : 모든 주문에 대해 카카오톡 알림을 수신합니다.</p></li></ul><p><img src="""" alt=""image_0.3510865167724371.png"" contenteditable=""false""><br></p><p><img src="""" alt=""image_0.18584581127617983.png"" contenteditable=""false""><br></p><p><br></p><div contenteditable=""false""><hr></div><h3>☑️ 회계</h3><ul><li><p>서브 계정 설정에서 '회계'항목 체크시 서브 계정에서도 로그인 하여도","[통계/결제] 탭을 열람할 수 있습니다.</p></li></ul><p><br></p><p><br></p><p><br></p>"""
0,0,[안내] 1회 just scan seminar ,"<h1>저스트스캔의 첫 오프라인 세미나 입니다.</h1><p><img src="" alt=image_0.1809571196042712.png"" contenteditable=""false""><br></p><p><br></p><h3>- 주제는 '<span style=""color: #ba8baf"">기공실없는 디지털 치과</span>'로 모든 주제는 치기공이 아닌 진료실 위주로 구성되어 있습니다.</h3><h3>최근 인기를 끌고 있는  MUAZ(하이니스",yk 등),즉시로딩,플랩리스 수술,"3D프린팅 등이 주요 주제입니다.</h3><h3><br></h3><div contenteditable=""false""><hr></div><h4>* 스캔만 하면 스캔 검증 &amp; 디자인 &amp; 슬라이싱 &amp; 클라우드 프린팅이 자동으로 이루어져서</h4><h4> 30분 뒤에 인레이가 만들어지고","20분만에 임시치아가 만들어지는 <span style=""color: #f7ca88"">저스트스캔 익스프레스</span>가 처음으로 공개됩니다.</h4><h4><br></h4><h4>** 이전의 3D프린터와는 사용 편의성이 비교할 수 없을 정도로 향상된 '<span style=""color: #f7ca88"">저스트프린트5</span>'가 공개됩니다.</h4><h4><br></h4><h4>*** 병원의 구강스캔","엑스레이 등을 언제 어디서나 볼수 있는 '<span style=""color: #f7ca88"">의료데이터 클라우드 솔루션</span>'도 공개됩니다</h4><h4><br></h4><p><br></p><h4>신청 링크 : <a href=""https://app.justscan.ai/seminar/2"">https://app.justscan.ai/seminar/2</a></h4>""",
0,0,[안내] 저스트 익스프레스 주문 등록법/ 운영시간,"<h2>저스트 익스프레스 주문 시 보철 정보/ 팝업창 체크박스 확인 후 주문서 등록 부탁드립니다.</h2><h4>⏰ 저스트 익스프레스 운영시간은 10:00 ~ 19:00 입니다 (점심시간 13:00 ~ 14:00 제외)</h4><h4><br></h4><p><br></p><h4><strong>📌 [저스트 템프/ 저스트 인레이/ 저스트 로딩 주문]</strong></h4><h5><strong>1. [보철 선택] </strong>기타보철 선택 &gt; 저스트 익스프레스 &gt; 저스트 템프 or 저스트 인레이 or 저스트 로딩</h5><ul><li><p>자주 사용하는 보철을 즐겨찾기로 추가할 수 있습니다.</p></li></ul><p><img src="" alt=1_0.8546604730227669.jpg"" contenteditable=""false""><br></p><p><img src="""" alt=""2_0.4826277053337953.jpg"" contenteditable=""false""><br></p><ul><li><p>저스트 로딩의 경우 베이스와 스캔바디가 선택 되어야만 주문 등록이 가능합니다.</p></li></ul><p><img src="""" alt=""저스트로딩_0.9284024596816083.gif"" contenteditable=""false""><br></p><p><br></p><h5><strong>2. 주문 등록시 팝업창 체크박스를 모두 체크해야 [확인] 버튼이 활성화 됩니다</strong></h5><h5><br></h5><p><img src="""" alt=""제목 없는 디자인_0.614994105919145.gif"" contenteditable=""false""><br></p><p><br></p><h5><strong><span data-raw-html=""span"" style=""color: #f8f8f8"">3. </span>스캔 전송전 주문서 작성 시","주문서 임시저장이 가능합니다.</strong></h5><h5><strong><span data-raw-html=""span"" style=""color: #f7ca88"">→</span> [주문리스트 &gt; 대기 탭]에서 임시저장된 주문서 확인이 가능합니다.</strong></h5><h5><strong><span data-raw-html=""span"" style=""color: #f7ca88"">→</span> 스캔 후","팝업창의 체크박스를 모두 체크하고 주문을 등록합니다.</strong></h5><p><br></p><p><img src="""" alt=""제목 없는 디자인 (1)_0.9199198897490726.gif"" contenteditable=""false""><br></p><p><br></p><p><br></p><div contenteditable=""false""><hr></div><p><br></p><h4><strong>📌 [실시간 디자인 &gt; 임시치아","인레이 주문]</strong></h4><h5><strong>1. [보철 선택] </strong>기타보철 선택 &gt; 저스트 익스프레스 &gt; 실시간 디자인 &gt; 임시치아 or 인레이</h5><ul><li><p>자주 사용하는 보철을 즐겨찾기로 추가할 수 있습니다.</p></li></ul><h5><strong><img src="""" alt=""제목 없는 디자인 (8)_0.5344692235332558.jpg"" contenteditable=""false""></strong><br></h5><h5><strong>2. 주문 등록시 팝업창 체크박스를 체크해야 [확인] 버튼이 활성화 됩니다</strong></h5><h5><img src="""" alt=""제목 없는 디자인 (2)_0.3379651088675284.gif"" contenteditable=""false""><br></h5><p><br></p><h5><br></h5><h5><strong>3. 한 개의 주문서에서 [새로운 보철 추가]를 클릭하여 저스트 템프",인레이,"로딩을 의뢰할 수 있습니다.</strong></h5><p><img src="""" alt=""새로운 보철 추가_0.6476513905763726.gif"" contenteditable=""false""><br></p>""",,
0,0,[업데이트] Medit Link 스캔 파일 연동 기능,"<h2>주문서의 [Medit Link] 자동 스캔 전송 기능이 업데이트 되었습니다.</h2><p><br></p><p><br></p><h5>- Medit Link와 저스트스캔의 <strong>[가입된 치과명/ 주문서의 환자명]</strong>이 동일해야 자동 전송됩니다.</h5><h5>- 스캔 파일은 주문서 우측 상단 <strong>[스캔 STL]에서 </strong>확인 가능합니다.</h5><p><img src="" alt=image_0.9387500706159679.png"" contenteditable=""false""><br></p><h3><br></h3><p><br></p><p><br></p><div contenteditable=""false""><hr></div><h3><strong>📌 구강스캔 STL 뷰어</strong></h3><ul><li><p>표시된 아이콘 클릭 &gt; 구강스캔 STL을 볼 수 있습니다.</p></li><li><p>뷰어에서 치악 스캔 STL을 각각 확인할 수 있습니다.</p></li></ul><p><img src="""" alt=""1_0.9011588364189229.jpg"" contenteditable=""false""><br></p><p><img src="""" alt=""image_0.41840218095437876.png"" contenteditable=""false""><br></p><p><br></p><p><br></p><h3><strong>📌 구강스캔 STL 다운로드</strong></h3><ul><li><p>표시된 아이콘 클릭 &gt; 다운로드 된 압축 파일 해제 후 스캔 파일 확인 가능합니다.</p></li></ul><p><img src="""" alt=""2_0.9388669403679579.jpg"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[업데이트] 재주문 이력의 치식 표시 기능  ,"<h2>재주문 시 주문서 이력에 치식 정보가 표시 기능이 업데이트 되었습니다.</h2><p><br></p><p><br></p><h4>📌  재주문 이력을 통해 이전 주문서의 치식을 확인 할 수 있습니다. </h4><h6> <strong>이전 주문서를 클릭 시/ 해당 주문서 내용 확인이 가능합니다. </strong></h6><p><br></p><p><img src="" alt=제목 없는 디자인 (7)_0.6023957655119285.jpg"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[업데이트] 주문서 첨부파일 확장자 추가,"<h2>주문서 첨부파일 확장자 추가 기능이 업데이트 되었습니다.</h2><p><br></p><p><br></p><p><strong>📌 첨부파일</strong></p><p>- [스캔파일/ 동영상] 등 [첨부 파일]을 통해 업로드 가능합니다.</p><p>- .zip .stl .ply .dcm .avi 등 모든 확장자 첨부 가능</p><p><br></p><p><br></p><p><strong>📌 사진 이미지</strong></p><p>- 이미지 확장자 파일만 업로드 가능합니다.</p><p>- [쉐이드 포토]는 첨부된 파일의 썸네일 제공 및 이미지 뷰어 연동을 위해 [사진 이미지] 항목에 첨부해 주세요.</p><p><br></p><p><img src="" alt=1_0.9770022869356014.jpg"" contenteditable=""false""><br></p><p><br></p><p><br></p>""",,,,,,,
0,0,[업데이트] 재주문 과정 리뉴얼 (2023.11.28) ,"<h2>[재주문 작성 방법]이 변경 되었습니다!</h2><p><br></p><p><br></p><h5><strong>1. 주문서 선택 후/ 오른쪽 하단 [재주문]을 클릭하여 재주문 할 수 있습니다.</strong></h5><p>- 주문이 [배송]/ [완료] 단계가 되어야 재주문 가능합니다. </p><p><img src="" alt=재주문 작성법_0.4014047695278664.gif"" contenteditable=""false""><br></p><p><br></p><p><br></p><p><br></p><p><br></p><h5><strong>2. [주문관리] &gt; [재주문] 클릭하여 최근 3~7일 주문서에서 재주문 할 수 있습니다.</strong></h5><p>- 그 외 기간 주문 건은 [직접 검색]을 통해 확인 가능</p><p>- 완료된 주문 건에 대한 주문서 내역만 노출</p><p><img src="""" alt=""제목 없는 디자인_0.8395420602590489.gif"" contenteditable=""false""><br></p><p><br></p><p><br></p>""",,,,,,,
0,0,[업데이트] 이전 주문 내역 불러오기 기능,"<h2>주문서에서 이전 주문서의 내역 불러오기 기능이 업데이트 되었습니다! </h2><p><br></p><p>- 동일 환자의 이전 주문서 정보를 확인할 수 있습니다. </p><p>- <strong>환자명/ 차트 번호가 동일</strong>하여야 이전 주문 내역을 불러오기 기능이 가능합니다. </p><p><img src="" alt=제목 없는 디자인_0.15006624914356603.gif"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[업데이트] 체크리스트 수정,<h2><strong>체크리스트 하위 항목에 대한 옵션 확인 가능하도록 변경 되었습니다.</strong> </h2><p>- 저장한 체크리스트의 수정이 필요할 경우 <strong>수정이 필요한 내용 캡쳐 후 고객센터 채팅으로 전달 </strong>부탁드립니다.</p><p><br></p><p><br></p><p><br></p>,,,,,,,
